,ID,OTAZKA,PEDAGOG,HODNOTA_CLOB_OCISTENO,LANG,token,lemma,pos,DetectSentiment,SENTIMENT
3526,1197978,83,,snížit náročnost,['cs'],['reduce' 'the' 'difficulty'],['reduce' 'difficulty'],['VERB' 'DET' 'NOUN'],['positive'],Negative
3527,1197983,84,,příklady z praxe,['cs'],['examples' 'from' 'practice'],['example' 'practice'],['NOUN' 'ADP' 'NOUN'],['negative'],Positive
3528,1193192,83,,Zvětšit časovou dotaci pro tento předmět.,['cs'],['Increase' 'time' 'subsidy' 'for' 'this' 'subject' '.'],['Increase' 'time' 'subsidy' 'subject' '.'],['NOUN' 'NOUN' 'NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Negative
3529,1193195,90,,Doplnění předmětu 4IZ110,['cs'],['Supplement' 'to' 'article' '4IZ110'],['Supplement' 'article' '4IZ110'],['NOUN' 'ADP' 'NOUN' 'NUM'],['negative'],Neutral
3530,1193199,95,,NIC,['Unknown'],['NOTHING'],[],['PRON'],['positive'],Negative
3531,1198417,84,,"nahrávané cvičení a přednášky (od RNDr. J. Pasáčkové, Ph.D)",['cs'],"['recorded' 'exercises' 'and' 'lectures' '(' 'from' 'RNDr' '.' 'J' '.'
 'Pimpáčková' ',' 'Ph.D' ')']","['record' 'exercise' 'lecture' '(' 'RNDr' '.' '.' 'Pimpáčková' ',' 'Ph.D'
 ')']","['VERB' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT' 'ADP' 'PROPN' 'PUNCT' 'PROPN'
 'PUNCT' 'PROPN' 'PUNCT' 'PROPN' 'PUNCT']",['negative'],Positive
3532,1199113,84,,Týmový projekt na cvičeních.,['cs'],['Team' 'project' 'on' 'exercises' '.'],['Team' 'project' 'exercise' '.'],['NOUN' 'NOUN' 'ADP' 'NOUN' 'PUNCT'],['positive'],Positive
3533,1199304,83,,Offline výuka ...,['Unknown'],['Offline' 'teaching' '.' '.' '.'],['Offline' 'teach' '.' '.' '.'],['ADV' 'NOUN' 'PUNCT' 'PUNCT' 'PUNCT'],['negative'],Negative
3534,1199308,84,,Z celé VS jsem si z tohoto předmětu odnesla nejvíce. Ovšem na zkoušku bylo opravdu málo času.,['cs'],"['I' 'took' 'the' 'most' 'of' 'this' 'subject' 'from' 'the' 'whole' 'VS'
 ',' 'but' 'there' 'was' 'really' 'little' 'time' 'for' 'the' 'test' '.']","['subject' ',' 'time' 'test' '.']","['PRON' 'VERB' 'DET' 'ADV' 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'ADJ' 'PROPN'
 'PUNCT' 'CCONJ' 'PRON' 'VERB' 'ADV' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN'
 'PUNCT']",['negative'],Positive
3535,1199529,83,,Chtělo by to více času na Power BI,['cs'],['It' 'would' 'take' 'more' 'time' 'for' 'the' 'Power' 'BI'],['time' 'Power' 'BI'],['PRON' 'AUX' 'VERB' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'PROPN'],['positive'],Negative
3536,1197984,95,,"průběžné testy, zbytečně obtížné, mnoho spolužáků s nimi mělo problémy",['cs'],"['continuous' 'tests' ',' 'unnecessarily' 'difficult' ',' 'many' 'of'
 'the' 'schoolmates' 'had' 'problems' 'with' 'them']","['continuous' 'test' ',' 'unnecessarily' 'difficult' ',' 'schoolmate'
 'problem']","['ADJ' 'NOUN' 'PUNCT' 'ADJ' 'ADJ' 'PUNCT' 'ADJ' 'ADP' 'DET' 'NOUN' 'VERB'
 'NOUN' 'ADP' 'PRON']",['negative'],Negative
3537,1199535,84,,"Velmi zajímavé, u vyučujícího bylo znát nadšení pro věc",['cs'],"['Very' 'interesting' ',' 'the' 'teacher' 'was' 'to' 'know' 'enthusiasm'
 'for' 'the' 'thing']","['interest' ',' 'teacher' 'enthusiasm' 'thing']","['ADV' 'ADJ' 'PUNCT' 'DET' 'NOUN' 'VERB' 'PART' 'VERB' 'NOUN' 'ADP' 'DET'
 'NOUN']",['negative'],Positive
3538,1199536,95,,"Předmět je založen na skupinové práci, online to bylo o dost složitější",['cs'],"['The' 'subject' 'is' 'based' 'on' 'group' 'work' ',' 'online' 'it' 'was'
 'much' 'more' 'complicated']","['subject' 'base' 'group' 'work' ',' 'online' 'complicated']","['DET' 'NOUN' 'AUX' 'VERB' 'ADP' 'NOUN' 'NOUN' 'PUNCT' 'ADV' 'PRON' 'AUX'
 'ADV' 'ADV' 'ADJ']",['positive'],Negative
3539,1198337,83,,"Nejspíš to jinak udělat nejde, ale pro mě jsou přednášky extrémně dlouhé.",['cs'],"['I' ""don't"" 'think' ""there's"" 'any' 'other' 'way' 'to' 'do' 'this' ','
 'but' 'for' 'me' ',' 'lectures' 'are' 'extremely' 'long' '.']","[',' ',' 'lecture' 'extremely' 'long' '.']","['PRON' 'VERB' 'VERB' 'ADP' 'DET' 'ADJ' 'NOUN' 'PART' 'VERB' 'PRON'
 'PUNCT' 'CCONJ' 'ADP' 'PRON' 'PUNCT' 'NOUN' 'AUX' 'ADV' 'ADJ' 'PUNCT']",['positive'],Negative
3540,1198346,97,,Nahrávané přednášky.,['cs'],['Recorded' 'lectures' '.'],['Recorded' 'lecture' '.'],['VERB' 'NOUN' 'PUNCT'],['negative'],Positive
3541,1200255,84,,"aktivity v hodině, probírání látky, ochota učitelky vysvětlit látku i několikrát. Celkově skvělý přístup a přínosné hodiny.",['cs'],"['activities' 'in' 'class' ',' 'discussing' 'the' 'substance' ','
 'willingness' 'of' 'the' 'teacher' 'to' 'explain' 'the' 'substance'
 'several' 'times' '.' 'Overall' 'great' 'approach' 'and' 'beneficial'
 'hours' '.']","['activity' 'class' ',' 'discuss' 'substance' ',' 'willingness' 'teacher'
 'explain' 'substance' 'time' '.' 'great' 'approach' 'beneficial' 'hour'
 '.']","['NOUN' 'ADP' 'NOUN' 'PUNCT' 'VERB' 'DET' 'NOUN' 'PUNCT' 'NOUN' 'ADP'
 'DET' 'NOUN' 'PART' 'VERB' 'DET' 'NOUN' 'ADJ' 'NOUN' 'PUNCT' 'ADV' 'ADJ'
 'NOUN' 'CCONJ' 'ADJ' 'NOUN' 'PUNCT']",['negative'],Positive
3542,1190482,83,,"Slides do not support the lecture. They are designed like books which supports going through a lecture again at a later point in time but makes it very hard to follow the lecturer's presentation during the course. You simply cannot listen to someone talking and at the same time read slides. Try to use more graphics or visualizations for the lecture slides OR use something like cloze (gaps in the text) OR use more but shorter breaks to keep students' attentive.

Besides that the announcement of how the midterm and final exam will be like content-wise was quite far away from how it turned out to be and difficulty-wise it was quite higher than the level in the lecture or homework.",['en'],"['Slides' 'do' 'not' 'support' 'the' 'lecture' '.' 'They' 'are' 'designed'
 'like' 'books' 'which' 'supports' 'going' 'through' 'a' 'culture' 'aga']","['Slides' 'support' 'lecture' '.' 'design' 'book' 'support' 'culture'
 'aga']","['NOUN' 'AUX' 'PART' 'VERB' 'DET' 'NOUN' 'PUNCT' 'PRON' 'AUX' 'VERB' 'ADP'
 'NOUN' 'PRON' 'VERB' 'VERB' 'ADP' 'DET' 'NOUN' 'NOUN']",['negative'],Negative
3543,1190787,95,,osobní kontakt s lidmi ,['cs'],['personal' 'contact' 'with' 'people'],['personal' 'contact' 'people'],['ADJ' 'NOUN' 'ADP' 'NOUN'],['negative'],Negative
3544,1197802,97,,Nahrávané přednášky a cvičení.,['cs'],['Recorded' 'lectures' 'and' 'exercises' '.'],['Recorded' 'lecture' 'exercise' '.'],['VERB' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT'],['negative'],Positive
3545,1198420,97,,nahrané přednášky i cvičení - možnost opětovného shlédnutí,['cs'],"['recorded' 'lectures' 'and' 'exercises' '-' 'possibility' 'of'
 're-watching']",['record' 'lecture' 'exercise' '-' 'possibility' 're-watching'],['VERB' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT' 'NOUN' 'ADP' 'NOUN'],['negative'],Positive
3546,1199401,84,,"Úžasné přednášky od pana Procházky + možnost zapojit se do konverzace. Skvělé pojetí témat a krásně vysvětlené.

U cvičení s panem Vichem super náplně jednotlivých hodin + nutnost se zapojit.",['cs'],"['Amazing' 'lectures' 'by' 'Mr' '.' 'Procházka' '+' 'the' 'opportunity'
 'to' 'engage' 'in' 'conversation' '.' 'Great' 'concept' 'of' 'topics'
 'and' 'beautifully' 'explained' '.']","['Amazing' 'lecture' 'Mr' '.' 'Procházka' '+' 'opportunity' 'engage'
 'conversation' '.' 'Great' 'concept' 'topic' 'beautifully' 'explain' '.']","['ADJ' 'NOUN' 'ADP' 'PROPN' 'PUNCT' 'PROPN' 'SYM' 'DET' 'NOUN' 'PART'
 'VERB' 'ADP' 'NOUN' 'PUNCT' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'CCONJ' 'ADV'
 'VERB' 'PUNCT']",['positive'],Positive
3547,1199402,95,,cvičení v aplikaci ZOOM - někdy nefungoval odkaz či heslo a tím pádem se nedalo připojit a člověk tak přišel o probíranou látku a body za cvičení. Rozhodně bych preferovala aplikaci Teams.,['cs'],"['exercise' 'in' 'ZOOM' '-' 'sometimes' 'no' 'link' 'or' 'password'
 'worked' 'and' 'therefore' 'you' 'could' 'not' 'connect' 'and' 'you'
 'lost' 'the' 'substance' 'and' 'points' 'for' 'the' 'exercise' '.']","['exercise' 'ZOOM' '-' 'link' 'password' 'work' 'connect' 'lose'
 'substance' 'point' 'exercise' '.']","['ADV' 'ADP' 'PROPN' 'PUNCT' 'ADV' 'DET' 'NOUN' 'CCONJ' 'NOUN' 'VERB'
 'CCONJ' 'ADV' 'PRON' 'AUX' 'PART' 'VERB' 'CCONJ' 'PRON' 'VERB' 'DET'
 'NOUN' 'CCONJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT']",['positive'],Negative
3548,1199874,97,,nahraná cvičení,['Unknown'],['recorded' 'exercises'],['record' 'exercise'],['VERB' 'NOUN'],['na'],Positive
3549,1199309,95,,"Distanční výuka - menší kooperace se studenty. Horší vysvětlování látky - příkladů, kreslení diagramů.",['cs'],"['Distance' 'learning' '-' 'smaller' 'cooperation' 'with' 'students' '.'
 'Worse' 'explanation' 'of' 'the' 'substance' '-' 'examples' ',' 'drawing'
 'diagrams' '.']","['Distance' 'learn' '-' 'small' 'cooperation' 'student' '.' 'Worse'
 'explanation' 'substance' '-' 'example' ',' 'draw' 'diagram' '.']","['PROPN' 'VERB' 'PUNCT' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'PUNCT' 'ADJ' 'NOUN'
 'ADP' 'DET' 'NOUN' 'PUNCT' 'NOUN' 'PUNCT' 'VERB' 'NOUN' 'PUNCT']",['negative'],Negative
3550,1199310,97,,Meetingy v rámci skupinových projektů ,['cs'],['Meetings' 'within' 'group' 'projects'],['Meetings' 'group' 'project'],['NOUN' 'ADP' 'NOUN' 'NOUN'],['na'],Positive
3551,1201579,83,,NIc.,['Unknown'],['Nic' '.'],['Nic' '.'],['PROPN' 'PUNCT'],['negative'],Negative
3552,1201585,84,,Vše. Perfektní a velice zajímavý předmět.,['cs'],['Perfect' 'and' 'very' 'interesting' 'subject' '.'],['Perfect' 'interest' 'subject' '.'],['ADJ' 'CCONJ' 'ADV' 'ADJ' 'NOUN' 'PUNCT'],['positive'],Positive
3553,1201586,95,,"Zde mi chyběla osobní práce v týmu, kterou jsme takhle museli řešit online. ",['cs'],"['Here' 'I' 'missed' 'personal' 'work' 'on' 'a' 'team' 'that' 'we' 'had'
 'to' 'deal' 'with' 'online' '.']",['miss' 'personal' 'work' 'team' 'deal' 'online' '.'],"['ADV' 'PRON' 'VERB' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'SCONJ' 'PRON' 'VERB'
 'PART' 'VERB' 'ADP' 'NOUN' 'PUNCT']",['negative'],Negative
3554,1201215,95,,mezilidská komunikace - face to face pořád lepší,['cs'],['interpersonal' 'communication' '-' 'face' 'to' 'face' 'getting' 'better'],['interpersonal' 'communication' '-' 'face' 'face'],['ADJ' 'NOUN' 'PUNCT' 'NOUN' 'ADP' 'NOUN' 'VERB' 'ADJ'],['negative'],Negative
3555,1201216,97,,"není to daleko od postele, možnost dělat úkoly s ostatními kdykoliv se domluvíme - přes internet",['cs'],"['not' 'far' 'from' 'bed' ',' 'the' 'opportunity' 'to' 'do' 'tasks' 'with'
 'others' 'whenever' 'we' 'agree' '-' 'via' 'the' 'internet']","['bed' ',' 'opportunity' 'task' 'agree' '-' 'internet']","['ADV' 'ADV' 'ADP' 'NOUN' 'PUNCT' 'DET' 'NOUN' 'PART' 'VERB' 'NOUN' 'ADP'
 'NOUN' 'ADV' 'PRON' 'VERB' 'PUNCT' 'ADP' 'DET' 'NOUN']",['negative'],Positive
3556,1201222,83,,"čas výuky (moc brzy:)), rozvržení obsahu výuky, některá témata by si zasloužila více pozornosti, abychom je pak lépe dokázali využít v praxi",['cs'],"['time' 'of' 'instruction' '(' 'too' 'early' ':)),' 'layout' 'of'
 'content' 'of' 'teaching' ',' 'some' 'topics' 'would' 'deserve' 'more'
 'attention' 'to' 'be' 'used' 'in' 'practice']","['time' 'instruction' '(' 'early' ':)),' 'layout' 'content' 'teach' ','
 'topic' 'deserve' 'attention' 'practice']","['NOUN' 'ADP' 'NOUN' 'PUNCT' 'ADV' 'ADJ' 'NOUN' 'NOUN' 'ADP' 'NOUN' 'ADP'
 'NOUN' 'PUNCT' 'DET' 'NOUN' 'AUX' 'VERB' 'ADJ' 'NOUN' 'PART' 'AUX' 'VERB'
 'ADP' 'NOUN']",['positive'],Negative
3557,1200951,83,,"Nejlíp nemít paní Šedivou. Tak arogantního člověka, který se lidem jen směje a absolutně nic nenaučí jsem v životě neviděl. Bez jakéhokoli vysvětlování jen odkazování se na MBI, který je stejně z poloviny prázdný.",['cs'],"[""I'm"" 'not' 'the' 'best' 'at' 'not' 'having' 'Mrs' '.' 'Grey' ',' 'the'
 'arrogant' 'person' 'who' 'laughs' 'and' 'teaches' 'people' 'absolutely'
 'nothing' 'in' 'my' 'life' ',' 'without' 'any' 'of' 'you' '.']","['Mrs' '.' 'Grey' ',' 'arrogant' 'person' 'laugh' 'teach' 'people'
 'absolutely' 'life' ',' '.']","['AUX' 'PART' 'DET' 'ADJ' 'SCONJ' 'ADV' 'VERB' 'PROPN' 'PUNCT' 'PROPN'
 'PUNCT' 'DET' 'ADJ' 'NOUN' 'PRON' 'VERB' 'CCONJ' 'VERB' 'NOUN' 'ADV'
 'PRON' 'ADP' 'PRON' 'NOUN' 'PUNCT' 'ADP' 'DET' 'ADP' 'PRON' 'PUNCT']",['positive'],Negative
3558,1181406,95,,"zavedla bych používání kamer, protože bez kamer to svádí k tomu, že se člověk výuce tolik nevěnuje",['cs'],"['I' 'would' 'introduce' 'the' 'use' 'of' 'cameras' 'because' 'without'
 'cameras' 'it' 'leads' 'to' 'the' 'fact' 'that' 'one' 'does' 'not' 'take'
 'so' 'much' 'training']",['introduce' 'camera' 'camera' 'lead' 'fact' 'training'],"['PRON' 'AUX' 'VERB' 'DET' 'NOUN' 'ADP' 'NOUN' 'SCONJ' 'SCONJ' 'VERB'
 'PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'SCONJ' 'NUM' 'AUX' 'PART' 'VERB' 'ADV'
 'ADV' 'NOUN']",['negative'],Negative
3559,1181589,83,,tento předmět je příliš obsáhly pro studenty IT fakulty,['cs'],"['this' 'subject' 'is' 'too' 'extensive' 'for' 'students' 'of' 'the' 'IT'
 'faculty']",['subject' 'extensive' 'student' 'faculty'],['DET' 'NOUN' 'AUX' 'ADV' 'ADJ' 'ADP' 'NOUN' 'ADP' 'DET' 'PRON' 'VERB'],['positive'],Negative
3560,1183048,84,,"přednes vyučujícího, srozumitelný výklad",['cs'],"['give' 'a' 'lecturer' ',' 'a' 'clear' 'explanation']","['give' 'lecturer' ',' 'clear' 'explanation']",['VERB' 'DET' 'NOUN' 'PUNCT' 'DET' 'ADJ' 'NOUN'],['negative'],Positive
3561,1183051,97,,větší interakce se studenty,['cs'],['greater' 'interaction' 'with' 'students'],['great' 'interaction' 'student'],['ADJ' 'NOUN' 'ADP' 'NOUN'],['negative'],Positive
3562,1200941,84,,"Kdyby to nebylo s paní Šedivou, tak by to možná i šlo.",['cs'],"['If' 'it' ""wasn't"" 'for' 'Mrs' '.' 'Grey' ',' 'maybe' 'it' 'would' 'have'
 'been' '.']","['Mrs' '.' 'Grey' ',' '.']","['SCONJ' 'PRON' 'VERB' 'ADP' 'PROPN' 'PUNCT' 'PROPN' 'PUNCT' 'ADV' 'PRON'
 'AUX' 'AUX' 'AUX' 'PUNCT']",['negative'],Positive
3563,1201225,84,,"Práce s excelem, fajn učitel, skupinová spolupráce",['cs'],"['Working' 'with' 'excel' ',' 'fine' 'teacher' ',' 'group' 'cooperation']","['Working' 'excel' ',' 'fine' 'teacher' ',' 'group' 'cooperation']",['VERB' 'ADP' 'PROPN' 'PUNCT' 'ADJ' 'NOUN' 'PUNCT' 'NOUN' 'NOUN'],['negative'],Positive
3564,1180697,84,,"Bylo na cvičícím vidět, že se pohybuje v oboru a snažil se nás naučit více praxe než teorie, což mi přišlo přínosnější.",['cs'],"['It' 'was' 'obvious' 'in' 'the' 'trainer' 'that' 'he' 'was' 'in' 'the'
 'field' 'and' 'tried' 'to' 'teach' 'us' 'more' 'practice' 'than' 'theory'
 ',' 'which' 'seemed' 'more' 'beneficial' 'to' 'me' '.']","['obvious' 'trainer' 'field' 'teach' 'practice' 'theory' ',' 'beneficial'
 '.']","['PRON' 'AUX' 'ADJ' 'ADP' 'DET' 'NOUN' 'SCONJ' 'PRON' 'AUX' 'ADP' 'DET'
 'NOUN' 'CCONJ' 'VERB' 'PART' 'VERB' 'PRON' 'ADJ' 'NOUN' 'ADP' 'NOUN'
 'PUNCT' 'PRON' 'VERB' 'ADJ' 'ADJ' 'ADP' 'PRON' 'PUNCT']",['negative'],Positive
3565,1179256,84,,"Moderní technologie a velmi přátelský přístup všech vyučujících. Vždy se hodin účastnilo několik vyučujících najednou, což bylo fajn. Předmět byl pro mě velkým překvapením a i přes jeho náročnost jsem si ho užil a hodnotím ho jako jeden z nejlepších předmětů, se kterými jsem se na VŠE setkal i skrze bakalářské studium.",['cs'],"['Modern' 'technology' 'and' 'very' 'friendly' 'approach' 'of' 'all'
 'teachers' '.' 'Several' 'teachers' 'attended' 'the' 'lessons' 'at'
 'once' ',' 'which' 'was' 'fine' '.' 'The' 'subject' 'was' 'a' 'big'
 'surprise' 'for' 'me' 'and' 'despite' 'its' 'difficulty']","['Modern' 'technology' 'friendly' 'approach' 'teacher' '.' 'teacher'
 'attend' 'lesson' ',' 'fine' '.' 'subject' 'big' 'surprise' 'difficulty']","['ADJ' 'NOUN' 'CCONJ' 'ADV' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT' 'ADJ'
 'NOUN' 'VERB' 'DET' 'NOUN' 'ADP' 'ADV' 'PUNCT' 'PRON' 'AUX' 'ADJ' 'PUNCT'
 'DET' 'NOUN' 'AUX' 'DET' 'ADJ' 'NOUN' 'ADP' 'PRON' 'CCONJ' 'ADP' 'PRON'
 'NOUN']",['negative'],Positive
3566,1179353,84,,Praktická využitelnost většiny probírané látky v dalších předmětech,['cs'],"['Practical' 'usability' 'of' 'most' 'of' 'the' 'substance' 'in' 'other'
 'subjects']",['Practical' 'usability' 'substance' 'subject'],['ADJ' 'NOUN' 'ADP' 'ADJ' 'ADP' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN'],['positive'],Positive
3567,1179357,97,,Možnost spustit si nahraná videa opakovaně a tak lépe pochopit postupy u počítaných příkladů,['cs'],"['Possibility' 'to' 'run' 'videos' 'repeatedly' 'and' 'thus' 'better'
 'understand' 'the' 'procedures' 'of' 'calculated' 'examples']","['Possibility' 'run' 'video' 'repeatedly' 'understand' 'procedure'
 'calculate' 'example']","['NOUN' 'PART' 'VERB' 'NOUN' 'ADV' 'CCONJ' 'ADV' 'ADJ' 'VERB' 'DET' 'NOUN'
 'ADP' 'ADJ' 'NOUN']",['negative'],Positive
3568,1181725,84,,všechno,['cs'],['all'],[],['DET'],['negative'],Positive
3569,1181083,84,,Aktivní přístup vyučujících,['cs'],['Active' 'approach' 'of' 'teachers'],['Active' 'approach' 'teacher'],['ADJ' 'NOUN' 'ADP' 'NOUN'],['negative'],Positive
3570,1183043,83,,praktické ukázky i na cvičeních,['cs'],['practical' 'examples' 'even' 'on' 'exercises'],['practical' 'example' 'exercise'],['ADJ' 'NOUN' 'ADV' 'ADP' 'NOUN'],['positive'],Negative
3571,1193198,84,,Bylo to pojaté zajímavou a zábavnou formou.,['sk'],['It' 'was' 'conceived' 'in' 'an' 'interesting' 'and' 'fun' 'way' '.'],['conceive' 'interest' 'fun' '.'],['PRON' 'AUX' 'VERB' 'ADP' 'DET' 'ADJ' 'CCONJ' 'ADJ' 'NOUN' 'PUNCT'],['positive'],Positive
3572,1185734,83,,"Myslím že hodnocení projektu, je bráno až příliš striktně, studenti nemají žádné zkušenosti s návrhem projektů z předešlých let a učitelé bazírují na příliš velkých detailech ",['cs'],"['I' 'think' 'the' 'project' 'evaluation' 'is' 'being' 'taken' 'too'
 'strictly' ',' 'students' 'have' 'no' 'experience' 'with' 'project'
 'designing' 'from' 'previous' 'years' 'and' 'teachers' 'base' 'on' 'too'
 'much' 'detail']","['project' 'evaluation' 'strictly' ',' 'student' 'experience' 'project'
 'design' 'previous' 'year' 'teacher' 'base' 'detail']","['PRON' 'VERB' 'DET' 'NOUN' 'NOUN' 'AUX' 'AUX' 'VERB' 'ADV' 'ADV' 'PUNCT'
 'NOUN' 'VERB' 'DET' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'CCONJ'
 'NOUN' 'NOUN' 'ADP' 'ADV' 'ADJ' 'NOUN']",['negative'],Negative
3573,1194871,84,,"Líbí se mi praktické využití excesu a wordu. Dále se mi líbí prezentace témat, které si vybereme.",['cs'],"['I' 'like' 'the' 'practical' 'use' 'of' 'excess' 'and' 'word' '.' 'I'
 'also' 'like' 'the' 'presentation' 'of' 'topics' 'we' 'choose' '.']",['practical' 'excess' 'word' '.' 'presentation' 'topic' 'choose' '.'],"['PRON' 'VERB' 'DET' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT'
 'PRON' 'ADV' 'VERB' 'DET' 'NOUN' 'ADP' 'NOUN' 'PRON' 'VERB' 'PUNCT']",['positive'],Positive
3574,1196936,95,,občasná nesrozumitelnost a také tempo jednotlivých přednášek/cvičení,['cs'],"['occasional' 'incomprehensibleness' 'and' 'also' 'the' 'pace' 'of'
 'individual' 'lectures/training']","['occasional' 'incomprehensibleness' 'pace' 'individual'
 'lectures/training']",['ADJ' 'NOUN' 'CCONJ' 'ADV' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN'],['positive'],Negative
3575,1188407,97,,Prezentování prezentací mi vyhovovalo.,['cs'],['I' 'was' 'happy' 'with' 'the' 'presentation' '.'],['happy' 'presentation' '.'],['PRON' 'AUX' 'ADJ' 'ADP' 'DET' 'NOUN' 'PUNCT'],['positive'],Positive
3576,1199117,97,,"Nahrávat přednášky. Chápu, že pan Tahal chce, abychom na přednáškách byli, ale když jí člověk prošvihne, bylo by super ji mít. I třeba s nějakým omezeným přístupem.",['cs'],"['I' 'understand' 'Mr' '.' 'Tahal' 'wants' 'us' 'to' 'be' 'in' 'the'
 'lectures' ',' 'but' 'if' 'you' 'miss' 'her' ',' 'it' 'would' 'be'
 'great' 'to' 'have' 'her' '.']","['understand' 'Mr' '.' 'Tahal' 'lecture' ',' 'miss' ',' 'great' '.']","['PRON' 'VERB' 'PROPN' 'PUNCT' 'PROPN' 'VERB' 'PRON' 'PART' 'AUX' 'ADP'
 'DET' 'NOUN' 'PUNCT' 'CCONJ' 'SCONJ' 'PRON' 'VERB' 'PRON' 'PUNCT' 'PRON'
 'AUX' 'AUX' 'ADJ' 'PART' 'VERB' 'PRON' 'PUNCT']",['positive'],Positive
3577,1178396,97,,Týmová práce v oddělených týmových skupinách,['cs'],['Teamwork' 'in' 'separate' 'team' 'groups'],['Teamwork' 'separate' 'team' 'group'],['NOUN' 'ADP' 'ADJ' 'NOUN' 'NOUN'],['positive'],Positive
3578,1179011,84,,"Výborne zorganizovaný predmet aj napriek tomu, že bol online. Materiály ku všetkému, či už písomné alebo záznamy a taktiež sa vždy dalo poradiť pri problémoch.",['sk'],"['Excellently' 'organized' 'premet' 'and' 'also' 'napriek' 'to' 'that'
 'bol' 'online' '.' 'Materials' 'to' 'all' 'or' 'already' 'typographical'
 'or' 'records' 'and' '?']","['Excellently' 'organize' 'premet' 'napriek' 'bol' 'online' '.'
 'Materials' 'typographical' 'record' '?']","['ADV' 'VERB' 'NOUN' 'CCONJ' 'ADV' 'VERB' 'ADP' 'PRON' 'NOUN' 'ADV'
 'PUNCT' 'NOUN' 'ADP' 'DET' 'CCONJ' 'ADV' 'ADJ' 'CCONJ' 'NOUN' 'CCONJ'
 'PUNCT']",['negative'],Positive
3579,1212421,84,,přínosná cvičení,['cs'],['benefitful' 'exercises'],['benefitful' 'exercise'],['ADJ' 'NOUN'],['na'],Positive
3580,1212740,83,,"Cvičení nebyla cvičení, ale druhá přednáška. Musel jsem sledovat záznamy od jiných cvičících, abych se naučil praktické příklady.",['cs'],"['The' 'exercise' 'was' 'not' 'a' 'drill' ',' 'but' 'a' 'second' 'lecture'
 '.' 'I' 'had' 'to' 'follow' 'the' 'records' 'from' 'other' 'trainers'
 'to' 'learn' 'practical' 'examples' '.']","['exercise' 'drill' ',' 'lecture' '.' 'follow' 'record' 'trainer' 'learn'
 'practical' 'example' '.']","['DET' 'NOUN' 'AUX' 'PART' 'DET' 'NOUN' 'PUNCT' 'CCONJ' 'DET' 'ADJ' 'NOUN'
 'PUNCT' 'PRON' 'VERB' 'PART' 'VERB' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN'
 'PART' 'VERB' 'ADJ' 'NOUN' 'PUNCT']",['negative'],Negative
3581,1205245,83,,nic mě nenapadá,['cs'],"['I' ""can't"" 'think' 'of' 'anything' '.']",['.'],['PRON' 'VERB' 'VERB' 'ADP' 'PRON' 'PUNCT'],['positive'],Negative
3582,1205250,95,,nic mě nenapadá,['cs'],"['I' ""can't"" 'think' 'of' 'anything' '.']",['.'],['PRON' 'VERB' 'VERB' 'ADP' 'PRON' 'PUNCT'],['positive'],Negative
3583,1205251,97,,Ochota vyučujících řešit problémy,['cs'],['Willing' 'Teachers' 'to' 'Solve' 'Problems'],['Teachers' 'Solve' 'Problems'],['ADJ' 'NOUN' 'PART' 'VERB' 'NOUN'],['positive'],Positive
3584,1210434,83,,Lepšia komunikácia s vyučujucími a pomalšie preberanie učiva,['sk'],"['Better' 'communication' 'with' 'teaching' 'and' 'slowing' 'preberanie'
 'teaching']",['communication' 'teach' 'slow' 'preberanie' 'teach'],['ADJ' 'NOUN' 'ADP' 'NOUN' 'CCONJ' 'VERB' 'NOUN' 'NOUN'],['negative'],Negative
3585,1210437,90,,Regex s ZIZ,['Unknown'],['Regex' 'with' 'ZIZ'],['Regex' 'ZIZ'],['NOUN' 'ADP' 'PROPN'],['negative'],Neutral
3586,1210440,84,,Prostredie IntelliJ a zadanie semestrálnej práce,['sk'],['Prostredie' 'IntelliJ' 'and' 'zadanie' 'semester' 'work'],['Prostredie' 'IntelliJ' 'zadanie' 'semester' 'work'],['PROPN' 'PROPN' 'CCONJ' 'PROPN' 'NOUN' 'NOUN'],['negative'],Positive
